Assembly Accession	Organism Name	Organism Taxonomic ID	Assembly BioProject Accession	Assembly BioSample Accession	Assembly Name	Organism Infraspecific Names Strain	Assembly BioSample Strain 	Assembly Sequencing Tech	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Genome Coverage	Assembly BioSample Project name  	Run Accession	Instrument Platform	CheckM completeness	CheckM contamination	CheckM completeness percentile
GCF_025244705.1	Sphingopyxis sp. PET50	2976533	PRJNA875467	SAMN30619208	ASM2524470v1	PET50	PET50	ONT	1	3796965	40.0		SRR21734874	OXFORD_NANOPORE	73.09	6.95	100.0
GCF_002218195.1	Sphingorhabdus sp. SMR4y	2584094	PRJNA380207	SAMN07189730	ASM221819v1	SMR4y	SMR4y	PacBio	1	3479724	100.7		SRR5811295	PACBIO_SMRT	99.62	0.36	100.0
GCF_003967095.1	Sphingosinicella microcystinivorans	335406	PRJDB6912	SAMD00116247	ASM396709v1	B-9	B-9	PacBio	1	4036662	280.0	Analysis of Genome sequence of Sphingosinicella microcystinivorans B-9	DRR144840	PACBIO_SMRT	99.62	1.08	66.666664
GCF_036227065.1	Spirillospora sp. NBC_01491	2976007	PRJNA747871	SAMN30553303	ASM3622706v1	NBC_01491	NBC_01491	ONT	1	8260921	58.0		SRR21696309	OXFORD_NANOPORE	95.97	5.24	100.0
GCF_037081835.1	Spirobacillus cienkowskii	495820	PRJNA1081344	SAMN40154454	ASM3708183v1	FI-SP1	FI-SP1	ONT	1	2806830	1745.0		SRR28527199	OXFORD_NANOPORE	91.07		100.0
GCF_007993715.1	Spiroplasma citri	2133	PRJNA558054	SAMN12423348	ASM799371v1	CC-2	CC-2	PacBio	4	1791636	1062.0		SRR9903453	PACBIO_SMRT	96.62	0.99	14.285714
GCF_010587055.1	Spiroplasma citri	2133	PRJNA591027	SAMN13349064	ASM1058705v1	BR12	BR12	PacBio	3	1832173	34.5		SRR10507067	PACBIO_SMRT	98.0	1.32	92.85714
GCF_010587105.1	Spiroplasma citri	2133	PRJNA591027	SAMN13349063	ASM1058710v1	LB 319	LB 319	PacBio	3	1830010	65.1		SRR10507068	PACBIO_SMRT	96.98	1.43	21.428572
GCF_010587175.1	Spiroplasma citri	2133	PRJNA591027	SAMN13747535	ASM1058717v1	C189	C189	PacBio	2	1611704	89.9		SRR10843927	PACBIO_SMRT	97.14	1.7	28.571428
GCF_010587255.1	Spiroplasma citri	2133	PRJNA591027	SAMN13350680	ASM1058725v1	BLH-13	BLH-13	PacBio	9	1968986	39.7		SRR10507065	PACBIO_SMRT	97.34	1.05	57.142857
GCF_013113755.1	Spiroplasma citri	2133	PRJNA625113	SAMN14593315	ASM1311375v1	C5	C5	ONT	8	1744972	272.8		SRR11536473	OXFORD_NANOPORE	96.54	0.99	7.142857
GCF_027923845.1	Spiroplasma ixodetis	2141	PRJDB14468	SAMD00547685	ASM2792384v1	SHM	SHM	Illumina;ONT	3	2138566	50.0		DRR411757	OXFORD_NANOPORE	86.68	1.99	33.333332
GCF_027923845.1	Spiroplasma ixodetis	2141	PRJDB14468	SAMD00547685	ASM2792384v1	SHM	SHM	Illumina;ONT	3	2138566	50.0		DRR411755	OXFORD_NANOPORE	86.68	1.99	33.333332
GCF_040369795.1	Spiroplasma ixodetis	2141	PRJDB16501	SAMD00647262	ASM4036979v1			ONT	2	1560223	100.0		DRR504716	OXFORD_NANOPORE	87.43	0.66	66.666664
GCF_030316605.1	Spiroplasma ixodetis Y32	1276219	PRJNA184743	SAMN04275153	ASM3031660v1	Y32	Y32	PacBio	6	2231425	552.0		SRR24848568	PACBIO_SMRT	90.35	2.49	100.0
GCF_003339775.1	Spiroplasma phoeniceum P40	1276259	PRJNA435429	SAMN08579949	ASM333977v1	P40	P40	PacBio	4	1908276	110.5		SRR8258035	PACBIO_SMRT	95.66	1.32	100.0
GCF_022569815.1	Spiroplasma poulsonii	2138	PRJNA640980	SAMN15339383	ASM2256981v1	sHy	sHy	Illumina;ONT	6	1723507	30.0		SRR12065013	OXFORD_NANOPORE	89.91	2.12	16.666666
GCF_006965485.1	Spirosoma sp. KCTC 42546	2520506	PRJNA522343	SAMN10928934	ASM696548v1	KCTC 42546	KCTC 42546	Illumina;PacBio	1	8664091	153.0		SRR12160872	PACBIO_SMRT	98.53	3.87	100.0
GCF_001010805.1	Spongiibacter sp. IMCC21906	1620392	PRJNA276161	SAMN03372475	ASM101080v1	IMCC21906	IMCC21906	Illumina;PacBio	2	3481669			SRR1948181	PACBIO_SMRT	100.0	1.69	100.0
GCF_002257695.2	Sporomusa acidovorans DSM 3132	1123286	PRJNA310710	SAMN04455122	SPACI	DSM 3132	DSM 3132	Illumina;ONT	1	5955502	357.0		SRR28148124	OXFORD_NANOPORE	99.4	5.46	100.0
GCF_041428895.1	Sporomusa aerivorans	204936	PRJNA1081645	SAMN40183414	SATMAO3	DSM 13326	DSM 13326	Illumina;ONT	2	6511628	311.0		SRR28161549	OXFORD_NANOPORE	100.0	4.78	100.0
GCF_041428715.1	Sporomusa malonica	112901	PRJNA1081642	SAMN40183415	SMWOGL2	DSM 5090	DSM 5090	Illumina;ONT	1	5312210	441.0		SRR28161377	OXFORD_NANOPORE	100.0	3.42	100.0
GCF_000445445.2	Sporomusa ovata DSM 2662	1123288	PRJNA205246	SAMN02469826	SOV	DSM 2662	DSM 2662	Illumina;ONT	1	5433971	143.0		SRR28327318	OXFORD_NANOPORE	100.0	3.55	100.0
GCF_041428605.1	Sporomusa paucivorans	2376	PRJNA1081640	SAMN40182996	SPX	DSM 3697	DSM 3697	Illumina;ONT	1	4787310	352.0		SRR28148125	OXFORD_NANOPORE	100.0	4.29	100.0
GCF_041428845.1	Sporomusa rhizae	357999	PRJNA1081641	SAMN40183110	SRRS	DSM 16652	DSM 16652	Illumina;ONT	1	5829736	369.0		SRR28149486	OXFORD_NANOPORE	98.35	4.91	100.0
GCF_002257705.2	Sporomusa silvacetica DSM 10669	1123289	PRJNA310713	SAMN04455153	SPSIL	DSM 10669	DSM 10669	Illumina;ONT	1	6046356	655.0		SRR28762299	OXFORD_NANOPORE	100.0	3.37	100.0
GCF_001941975.2	Sporomusa sphaeroides DSM 2875	1337886	PRJNA310725	SAMN04455154	SSP	DSM 2875	DSM 2875	Illumina;ONT	2	5015343	143.0		SRR28314177	OXFORD_NANOPORE	100.0	4.89	100.0
GCF_007641255.1	Sporomusa termitida	2377	PRJNA523110	SAMN10963686	ASM764125v1	DSM 4440	DSM 4440	Illumina;ONT	2	5316008	155.0		SRR9822007	OXFORD_NANOPORE	100.0	2.49	100.0
GCF_004379295.1	Sporosarcina pasteurii	1474	PRJNA526612	SAMN11104798	ASM437929v1	BNCC 337394	BNCC 337394	PacBio	1	3253966	12.0		SRR8727707	PACBIO_SMRT	86.82	6.57	25.0
GCF_041295575.1	Sporosarcina pasteurii	1474	PRJNA1105076	SAMN41092958	ASM4129557v1	DSM 33	DSM 33	Illumina;ONT	1	3298318	109.0		SRR28967830	OXFORD_NANOPORE	87.2	6.57	50.0
GCF_038622445.1	Sporosarcina sp. FSL K6-1522	2921554	PRJNA768416	SAMN26232357	PS01548	FSL K6-1522	FSL K6-1522	Illumina;ONT	1	4393196	549.1		SRR21415810	OXFORD_NANOPORE	92.28	15.14	100.0
GCF_038622445.1	Sporosarcina sp. FSL K6-1522	2921554	PRJNA768416	SAMN26232357	PS01548	FSL K6-1522	FSL K6-1522	Illumina;ONT	1	4393196	549.1		SRR19816769	OXFORD_NANOPORE	92.28	15.14	100.0
GCF_038620285.1	Sporosarcina sp. FSL K6-1540	2921555	PRJNA768416	SAMN26232358	PS01549	FSL K6-1540	FSL K6-1540	Illumina;ONT	1	4723551	698.3		SRR19816856	OXFORD_NANOPORE	95.17	10.72	100.0
GCF_038620285.1	Sporosarcina sp. FSL K6-1540	2921555	PRJNA768416	SAMN26232358	PS01549	FSL K6-1540	FSL K6-1540	Illumina;ONT	1	4723551	698.3		SRR21415809	OXFORD_NANOPORE	95.17	10.72	100.0
GCF_038618305.1	Sporosarcina sp. FSL K6-2383	2921556	PRJNA768416	SAMN26232359	PS01550	FSL K6-2383	FSL K6-2383	Illumina;ONT	1	3669119	969.6		SRR21415808	OXFORD_NANOPORE	89.45	6.71	100.0
GCF_038618305.1	Sporosarcina sp. FSL K6-2383	2921556	PRJNA768416	SAMN26232359	PS01550	FSL K6-2383	FSL K6-2383	Illumina;ONT	1	3669119	969.6		SRR21362383	OXFORD_NANOPORE	89.45	6.71	100.0
GCF_038615825.1	Sporosarcina sp. FSL K6-3508	2921557	PRJNA768416	SAMN26232360	PS01551	FSL K6-3508	FSL K6-3508	Illumina;ONT	1	3627654	641.1		SRR21415807	OXFORD_NANOPORE	99.2	2.86	100.0
GCF_038615825.1	Sporosarcina sp. FSL K6-3508	2921557	PRJNA768416	SAMN26232360	PS01551	FSL K6-3508	FSL K6-3508	Illumina;ONT	1	3627654	641.1		SRR21362382	OXFORD_NANOPORE	99.2	2.86	100.0
GCF_037963765.1	Sporosarcina sp. FSL W8-0480	2954701	PRJNA768416	SAMN29228853	PS01993			Illumina;ONT	1	3249597	763.0		SRR19820594	OXFORD_NANOPORE	90.39	7.79	100.0
GCF_037963765.1	Sporosarcina sp. FSL W8-0480	2954701	PRJNA768416	SAMN29228853	PS01993			Illumina;ONT	1	3249597	763.0		SRR21415661	OXFORD_NANOPORE	90.39	7.79	100.0
GCF_001442815.2	Staphylococcus agnetis	985762	PRJNA246192	SAMN02743857	ASM144281v3	908	908	Illumina;PacBio	4	2508743			SRR1289659	PACBIO_SMRT	98.84	1.96	91.935486
GCF_007814015.1	Staphylococcus agnetis	985762	PRJNA482667	SAMN09714665	ASM781401v1	12B	12B	PacBio	1	2345021	556.0		SRR10140038	PACBIO_SMRT	93.86	2.14	3.2258065
GCF_025560885.1	Staphylococcus agnetis	985762	PRJNA819273	SAMN26923314	ASM2556088v1	IVB6212	IVB6212	PacBio	1	2432232	395.0		SRR19519935	PACBIO_SMRT	98.71	1.57	77.41936
GCF_025560905.1	Staphylococcus agnetis	985762	PRJNA819273	SAMN26923313	ASM2556090v1	IVB6197	IVB6197	PacBio	2	2481135	328.0		SRR19519936	PACBIO_SMRT	98.84	1.29	91.935486
GCF_025560925.1	Staphylococcus agnetis	985762	PRJNA819273	SAMN26923312	ASM2556092v1	IVB6187	IVB6187	PacBio	1	2449987	347.0		SRR19519937	PACBIO_SMRT	98.28	1.8	53.225807
GCF_025560945.1	Staphylococcus agnetis	985762	PRJNA819273	SAMN26923311	ASM2556094v1	IVB6186	IVB6186	PacBio	1	2449994	527.0		SRR19519938	PACBIO_SMRT	98.28	1.8	53.225807
GCF_025560965.1	Staphylococcus agnetis	985762	PRJNA819273	SAMN26923310	ASM2556096v1	IVB6177	IVB6177	PacBio	1	2462679	567.0		SRR19519939	PACBIO_SMRT	98.84	1.44	91.935486
GCF_025561005.1	Staphylococcus agnetis	985762	PRJNA819273	SAMN26923309	ASM2556100v1	IVB6175	IVB6175	PacBio	1	2488720	686.0		SRR19519940	PACBIO_SMRT	98.84	1.41	91.935486
GCF_016756355.1	Staphylococcus argenteus	985002	PRJDB5453	SAMD00071154	ASM1675635v1	Tokyo13064	Tokyo13064	Illumina;ONT	1	2750811	1007.6	not applicable	DRR257742	OXFORD_NANOPORE	99.78	0.08	100.0
GCF_016756375.1	Staphylococcus argenteus	985002	PRJDB5453	SAMD00071155	ASM1675637v1	Tokyo13069	Tokyo13069	Illumina;ONT	1	2751556	1099.6	not applicable	DRR257743	OXFORD_NANOPORE	99.78	0.08	100.0
GCF_006741705.1	Staphylococcus arlettae	29378	PRJDB8152	SAMD00166936	ASM674170v1	P2	P2	Illumina;ONT	2	2652264	118.2	Staphylococcus arlettae P2 Genome sequencing and assembly	DRR177331	OXFORD_NANOPORE	99.25	0.21	100.0
GCF_019891015.1	Staphylococcus arlettae	29378	PRJNA758761	SAMN21034498	ASM1989101v1	AHKW2e	AHKW2e	Illumina;ONT	2	2649260	189.0		SRR15860841	OXFORD_NANOPORE	99.25	0.94	100.0
GCF_025560845.1	Staphylococcus arlettae	29378	PRJNA819273	SAMN26923316	ASM2556084v1	IVB6235	IVB6235	PacBio	3	2706864	604.0		SRR19519933	PACBIO_SMRT	99.25	0.27	100.0
GCF_025560865.1	Staphylococcus arlettae	29378	PRJNA819273	SAMN26923315	ASM2556086v1	IVB6234	IVB6234	PacBio	2	2777425	724.0		SRR19519934	PACBIO_SMRT	98.69	0.83	43.333332
GCF_000626615.2	Staphylococcus aureus	1280	PRJNA231221	SAMN02700075	ASM62661v3	FDAARGOS_5	FDAARGOS_5	Illumina;PacBio	1	2810186	1001.2		SRR1206477	PACBIO_SMRT	98.23	0.39	44.537563
GCF_000626615.2	Staphylococcus aureus	1280	PRJNA231221	SAMN02700075	ASM62661v3	FDAARGOS_5	FDAARGOS_5	Illumina;PacBio	1	2810186	1001.2		SRR1206478	PACBIO_SMRT	98.23	0.39	44.537563
GCF_000756205.1	Staphylococcus aureus	1280	PRJNA259557	SAMN03009478	ASM75620v1	ATCC 25923	ATCC 25923	PacBio	2	2806345	408.0		SRR2104629	PACBIO_SMRT	98.45	0.62	57.22787
GCF_000756205.1	Staphylococcus aureus	1280	PRJNA259557	SAMN03009478	ASM75620v1	ATCC 25923	ATCC 25923	PacBio	2	2806345	408.0		SRR2104767	PACBIO_SMRT	98.45	0.62	57.22787
GCF_000756205.1	Staphylococcus aureus	1280	PRJNA259557	SAMN03009478	ASM75620v1	ATCC 25923	ATCC 25923	PacBio	2	2806345	408.0		SRR2104628	PACBIO_SMRT	98.45	0.62	57.22787
GCF_000756205.1	Staphylococcus aureus	1280	PRJNA259557	SAMN03009478	ASM75620v1	ATCC 25923	ATCC 25923	PacBio	2	2806345	408.0		SRR2104768	PACBIO_SMRT	98.45	0.62	57.22787
GCF_000756205.1	Staphylococcus aureus	1280	PRJNA259557	SAMN03009478	ASM75620v1	ATCC 25923	ATCC 25923	PacBio	2	2806345	408.0		SRR2104764	PACBIO_SMRT	98.45	0.62	57.22787
GCF_001018645.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255442	ASM101864v2	FDAARGOS_2	FDAARGOS_2	Illumina;PacBio	4	2809993	14.6		SRR1955497	PACBIO_SMRT	98.28	0.39	48.341187
GCF_001018645.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255442	ASM101864v2	FDAARGOS_2	FDAARGOS_2	Illumina;PacBio	4	2809993	14.6		SRR1955496	PACBIO_SMRT	98.28	0.39	48.341187
GCF_001018655.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255445	ASM101865v2	FDAARGOS_6	FDAARGOS_6	Illumina;PacBio	2	2759287	12.9		SRR1955585	PACBIO_SMRT	98.57	0.45	66.85346
GCF_001018655.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255445	ASM101865v2	FDAARGOS_6	FDAARGOS_6	Illumina;PacBio	2	2759287	12.9		SRR1955584	PACBIO_SMRT	98.57	0.45	66.85346
GCF_001018685.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255444	ASM101868v2	FDAARGOS_4	FDAARGOS_4	Illumina;PacBio	1	2811767	14.9		SRR1955582	PACBIO_SMRT	98.55	0.39	64.5822
GCF_001018685.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255444	ASM101868v2	FDAARGOS_4	FDAARGOS_4	Illumina;PacBio	1	2811767	14.9		SRR1955583	PACBIO_SMRT	98.55	0.39	64.5822
GCF_001018725.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255449	ASM101872v2	FDAARGOS_10	FDAARGOS_10	Illumina;PacBio	1	2873867	18.6		SRR1955596	PACBIO_SMRT	98.72	0.39	79.87602
GCF_001018735.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255451	ASM101873v2	FDAARGOS_12	FDAARGOS_12	Illumina;PacBio	2	2725742	12.5		SRR1955608	PACBIO_SMRT	98.69	0.39	76.55344
GCF_001018775.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255453	ASM101877v2	FDAARGOS_14	FDAARGOS_14	Illumina;PacBio	1	2764708	13.1		SRR1955614	PACBIO_SMRT	98.66	0.39	73.01264
GCF_001018805.1	Staphylococcus aureus	1280	PRJNA231221	SAMN03255454	ASM101880v2	FDAARGOS_15	FDAARGOS_15	Illumina;PacBio	1	2799899	12.0		SRR1955615	PACBIO_SMRT	98.69	0.39	76.55344
GCF_001018835.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255458	ASM101883v2	FDAARGOS_19	FDAARGOS_19	Illumina;PacBio	2	2879053	14.4		SRR1955624	PACBIO_SMRT	98.82	0.39	91.148026
GCF_001018845.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255460	ASM101884v2	FDAARGOS_21	FDAARGOS_21	Illumina;PacBio	1	2881244	14.5		SRR1955628	PACBIO_SMRT	98.68	0.51	75.4178
GCF_001018915.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255466	ASM101891v2	FDAARGOS_27	FDAARGOS_27	Illumina;PacBio	1	2740361	15.2		SRR1955824	PACBIO_SMRT	98.72	0.39	79.87602
GCF_001018975.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255469	ASM101897v2	FDAARGOS_30	FDAARGOS_30	Illumina;PacBio	1	2861652	21.2		SRR1955831	PACBIO_SMRT	98.07	0.68	36.761715
GCF_001019125.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255482	ASM101912v2	FDAARGOS_43	FDAARGOS_43	Illumina;PacBio	1	2820631	22.0		SRR1955875	PACBIO_SMRT	98.87	0.39	98.566826
GCF_001019205.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255487	ASM101920v2	FDAARGOS_48	FDAARGOS_48	Illumina;PacBio	4	2847351	12.9		SRR1955930	PACBIO_SMRT	98.46	0.98	58.199852
GCF_001019255.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255441	ASM101925v2	FDAARGOS_1	FDAARGOS_1	Illumina;PacBio	5	2855468	13.0		SRR1955494	PACBIO_SMRT	98.46	0.68	58.199852
GCF_001019255.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255441	ASM101925v2	FDAARGOS_1	FDAARGOS_1	Illumina;PacBio	5	2855468	13.0		SRR1955493	PACBIO_SMRT	98.46	0.68	58.199852
GCF_001019275.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255446	ASM101927v2	FDAARGOS_7	FDAARGOS_7	Illumina;PacBio	2	2729076	15.3		SRR1955589	PACBIO_SMRT	98.57	0.39	66.85346
GCF_001019275.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255446	ASM101927v2	FDAARGOS_7	FDAARGOS_7	Illumina;PacBio	2	2729076	15.3		SRR1955588	PACBIO_SMRT	98.57	0.39	66.85346
GCF_001019305.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255448	ASM101930v2	FDAARGOS_9	FDAARGOS_9	Illumina;PacBio	1	2814696	11.1		SRR1955594	PACBIO_SMRT	98.87	0.39	98.566826
GCF_001019395.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255459	ASM101939v2	FDAARGOS_20	FDAARGOS_20	Illumina;PacBio	1	2818312	14.8		SRR1955627	PACBIO_SMRT	98.37	0.54	52.35309
GCF_001019415.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255463	ASM101941v2	FDAARGOS_24	FDAARGOS_24	Illumina;PacBio	1	2697471	17.8		SRR1955817	PACBIO_SMRT	98.69	0.39	76.55344
GCF_001019435.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255464	ASM101943v2	FDAARGOS_25	FDAARGOS_25	Illumina;PacBio	1	2878504	14.0		SRR1955818	PACBIO_SMRT	98.13	0.39	39.41483
GCF_001019485.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255474	ASM101948v2	FDAARGOS_35	FDAARGOS_35	Illumina;PacBio	1	2955890	11.1		SRR1955857	PACBIO_SMRT	97.8	0.39	20.421522
GCF_001019495.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255479	ASM101949v2	FDAARGOS_40	FDAARGOS_40	Illumina;PacBio	2	2889330	31.8		SRR1955868	PACBIO_SMRT	98.13	0.39	39.41483
GCF_001019535.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255481	ASM101953v2	FDAARGOS_42	FDAARGOS_42	Illumina;PacBio	1	2819334	23.4		SRR1955872	PACBIO_SMRT	98.87	0.39	98.566826
GCF_001019575.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03255486	ASM101957v2	FDAARGOS_47	FDAARGOS_47	Illumina;PacBio	2	2901406	13.8		SRR1955925	PACBIO_SMRT	98.32	0.39	50.00744
GCF_001027045.1	Staphylococcus aureus	1280	PRJNA284222	SAMN03699895	ASM102704v1	RKI4	RKI4	Illumina;PacBio	2	2743559			SRR2037318	PACBIO_SMRT	96.57	0.39	5.5244236
GCF_001307235.1	Staphylococcus aureus	1280	PRJNA287201	SAMN03777299	ASM130723v1	JS395	JS395	PacBio	2	2889613	13.2		SRR2288572	PACBIO_SMRT	96.03	0.89	3.9523928
GCF_001558795.2	Staphylococcus aureus	1280	PRJNA231221	SAMN03996304	ASM155879v2	FDAARGOS_159	FDAARGOS_159	Illumina;PacBio	2	2839176	570.2		SRR2822405	PACBIO_SMRT	98.75	2.01	82.201836
GCF_001580515.1	Staphylococcus aureus	1280	PRJNA273427	SAMN04254471	ASM158051v1	UTSW MRSA 55	UTSW MRSA 55	PacBio	5	3039792	955.0		SRR2920070	PACBIO_SMRT	97.99	1.6	34.336723
GCF_001580515.1	Staphylococcus aureus	1280	PRJNA273427	SAMN04254471	ASM158051v1	UTSW MRSA 55	UTSW MRSA 55	PacBio	5	3039792	955.0		SRR2920071	PACBIO_SMRT	97.99	1.6	34.336723
GCF_001580515.1	Staphylococcus aureus	1280	PRJNA273427	SAMN04254471	ASM158051v1	UTSW MRSA 55	UTSW MRSA 55	PacBio	5	3039792	955.0		SRR2920069	PACBIO_SMRT	97.99	1.6	34.336723
GCF_001580515.1	Staphylococcus aureus	1280	PRJNA273427	SAMN04254471	ASM158051v1	UTSW MRSA 55	UTSW MRSA 55	PacBio	5	3039792	955.0		SRR2920073	PACBIO_SMRT	97.99	1.6	34.336723
GCF_001580515.1	Staphylococcus aureus	1280	PRJNA273427	SAMN04254471	ASM158051v1	UTSW MRSA 55	UTSW MRSA 55	PacBio	5	3039792	955.0		SRR2920075	PACBIO_SMRT	97.99	1.6	34.336723
GCF_001580515.1	Staphylococcus aureus	1280	PRJNA273427	SAMN04254471	ASM158051v1	UTSW MRSA 55	UTSW MRSA 55	PacBio	5	3039792	955.0		SRR2920072	PACBIO_SMRT	97.99	1.6	34.336723
GCF_001640905.1	Staphylococcus aureus	1280	PRJNA300829	SAMN04219574	ASM164090v1	NCCP14558	NCCP14558	PacBio	2	2979876			SRR2917855	PACBIO_SMRT	96.75	0.39	6.2484503
GCF_001640925.1	Staphylococcus aureus	1280	PRJNA300829	SAMN03955396	ASM164092v1	NCCP14562	NCCP14562	PacBio	2	2935598			SRR2954729	PACBIO_SMRT	97.74	0.39	17.951897
GCF_001640925.1	Staphylococcus aureus	1280	PRJNA300829	SAMN03955396	ASM164092v1	NCCP14562	NCCP14562	PacBio	2	2935598			SRR3089573	PACBIO_SMRT	97.74	0.39	17.951897
GCF_001640925.1	Staphylococcus aureus	1280	PRJNA300829	SAMN03955396	ASM164092v1	NCCP14562	NCCP14562	PacBio	2	2935598			SRR2917853	PACBIO_SMRT	97.74	0.39	17.951897
GCF_001641025.1	Staphylococcus aureus	1280	PRJNA300829	SAMN04219577	ASM164102v1	V521	V521	PacBio	2	3114278			SRR2917854	PACBIO_SMRT	98.07	0.39	36.761715
GCF_001641045.1	Staphylococcus aureus	1280	PRJNA300829	SAMN04219581	ASM164104v1	V605	V605	PacBio	2	3132482			SRR2917856	PACBIO_SMRT	98.56	0.39	64.998764
GCF_002025125.1	Staphylococcus aureus	1280	PRJNA378150	SAMN06480668	ASM202512v1	08S00974	08S00974	Illumina;PacBio	1	2802697	100.0		SRR5320247	PACBIO_SMRT	98.69	0.39	76.55344
GCF_002025145.1	Staphylococcus aureus	1280	PRJNA378149	SAMN06480665	ASM202514v1	ATCC 6538	ATCC 6538	Illumina;PacBio	2	2800610	100.0		SRR5320245	PACBIO_SMRT	98.21	0.54	42.856434
GCF_002088995.1	Staphylococcus aureus	1280	PRJNA345240	SAMN05860146	ASM208899v1	C2406	C2406	PacBio	1	2878854	346.0		SRR13238632	PACBIO_SMRT	97.99	0.39	34.336723
GCF_002097595.2	Staphylococcus aureus	1280	PRJNA319679	SAMN04903357	ASM209759v2	M92	M92	PacBio	1	3038845	77.0		SRR13238532	PACBIO_SMRT	98.71	0.39	78.522194
GCF_002386245.1	Staphylococcus aureus	1280	PRJNA231221	SAMN07312456	ASM238624v1	FDAARGOS_412	FDAARGOS_412	Illumina;PacBio	1	2769588	8.9		SRR5878905	PACBIO_SMRT	98.73	0.39	80.51079
GCF_002633865.1	Staphylococcus aureus	1280	PRJNA494566	SAMN03763989	ASM263386v1	CFSAN007894	CFSAN007894	PacBio	2	2757659	585.0	GenomeTrakr	SRR10346110	OXFORD_NANOPORE	98.65	0.39	72.44235
GCF_003073635.1	Staphylococcus aureus	1280	PRJNA316321	SAMN07291559	ASM307363v1	AR466	AR466	Illumina;PacBio	2	2810799	27.1		SRR6985704	PACBIO_SMRT	97.65	0.69	15.690553
GCF_003073655.1	Staphylococcus aureus	1280	PRJNA316321	SAMN07291558	ASM307365v1	AR465	AR465	Illumina;PacBio	2	2938533	12.8		SRR6985702	PACBIO_SMRT	98.58	0.42	67.294815
GCF_003073715.1	Staphylococcus aureus	1280	PRJNA316321	SAMN07291554	ASM307371v1	AR461	AR461	Illumina;PacBio	1	2909586	24.4		SRR6985701	PACBIO_SMRT	98.64	0.39	71.74808
GCF_003073755.1	Staphylococcus aureus	1280	PRJNA316321	SAMN07291557	ASM307375v1	AR464	AR464	Illumina;PacBio	2	2814047	25.3		SRR6995007	PACBIO_SMRT	98.31	0.62	49.61071
GCF_003073775.1	Staphylococcus aureus	1280	PRJNA316321	SAMN07291555	ASM307377v1	AR462	AR462	Illumina;PacBio	2	2777202	13.5		SRR6995006	PACBIO_SMRT	98.2	0.39	42.087776
GCF_003111725.1	Staphylococcus aureus	1280	PRJNA454172	SAMN08999370	ASM311172v1	SVH7513	SVH7513	Illumina;PacBio	3	2945766	616.0		SRR7445584	PACBIO_SMRT	96.54	1.68	5.3558145
GCF_003193665.1	Staphylococcus aureus	1280	PRJNA316321	SAMN07291565	ASM319366v1	AR_0472	AR_0472	Illumina;PacBio	2	2836912	31.4		SRR6985712	PACBIO_SMRT	98.77	0.39	83.74411
GCF_003193685.1	Staphylococcus aureus	1280	PRJNA316321	SAMN04901613	ASM319368v1	AR_0223	AR_0223	Illumina;PacBio	2	2875335	28.4		SRR6985650	PACBIO_SMRT	97.67	0.39	16.057526
GCF_003193705.1	Staphylococcus aureus	1280	PRJNA316321	SAMN04901609	ASM319370v1	AR_0219	AR_0219	Illumina;PacBio	2	2903540	17.1		SRR6985640	PACBIO_SMRT	98.13	0.39	39.41483
GCF_003193725.1	Staphylococcus aureus	1280	PRJNA316321	SAMN04901606	ASM319372v1	AR_0216	AR_0216	Illumina;PacBio	3	2951261	12.8		SRR6985636	PACBIO_SMRT	97.99	0.39	34.336723
GCF_003193745.1	Staphylococcus aureus	1280	PRJNA316321	SAMN07291563	ASM319374v1	AR_0470	AR_0470	Illumina;PacBio	1	2963657	27.0		SRR6985740	PACBIO_SMRT	97.42	0.58	11.822465
