Run Accession	Assembly Accession	Organism Name	Organism Taxonomic ID	Assembly BioProject Accession	Assembly BioSample Accession	Assembly Name	Organism Infraspecific Names Strain	Assembly BioSample Strain 	Assembly Sequencing Tech	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Genome Coverage	Assembly BioSample Project name  	Instrument Platform	CheckM completeness	CheckM contamination	CheckM completeness percentile	Assembly Release Date
SRR10411457	GCF_010119335.3	Serratia sp. HRI	2663241	PRJNA580358	SAMN13155787	ASM1011933v3	HRI	HRI	PacBio	1	5533130	5.0		PACBIO_SMRT	99.72	0.49	100.0	2021-09-23
SRR14684527	GCF_019968745.1	Serratia sp. JSRIV001	2831893	PRJNA725976	SAMN18917005	ASM1996874v1	JSRIV001	JSRIV001	ONT;Other	2	5978719	135.0		OXFORD_NANOPORE	99.83	1.79	100.0	2021-09-14
SRR14684526	GCF_019968725.1	Serratia sp. JSRIV002	2831894	PRJNA725976	SAMN18917006	ASM1996872v1	JSRIV002	JSRIV002	ONT;Other	4	6384123	135.0		OXFORD_NANOPORE	99.89	2.05	100.0	2021-09-14
SRR14684523	GCF_019968705.1	Serratia sp. JSRIV004	2831895	PRJNA725976	SAMN18917007	ASM1996870v1	JSRIV004	JSRIV004	ONT;Other	3	6188426	135.0		OXFORD_NANOPORE	99.89	2.26	100.0	2021-09-14
SRR14684522	GCF_019968685.1	Serratia sp. JSRIV006	2831896	PRJNA725976	SAMN18917008	ASM1996868v1	JSRIV006	JSRIV006	ONT;Other	3	5896793	135.0		OXFORD_NANOPORE	99.89	1.48	100.0	2021-09-14
SRR24391585	GCF_029962625.1	Serratia sp. K-E0102	3021405	PRJNA924557	SAMN32762131	ASM2996262v1	K-E0102	K-E0102	Illumina;ONT	1	5160726	169.1		OXFORD_NANOPORE	100.0	0.51	100.0	2023-05-10
SRR11483170	GCF_009905295.1	Serratia sp. NGAS9	2697369	PRJNA600387	SAMN13818260	ASM990529v1	NGAS9	NGAS9	Illumina;ONT	1	5155009	100.0		OXFORD_NANOPORE	100.0	0.28	100.0	2020-01-19
SRR22007588	GCF_033095805.1	Serratia sp. UGAL515B_01	2986763	PRJNA889817	SAMN31258395	ASM3309580v1	UGAL515B_01	UGAL515B_01	PacBio	2	4261730	600.0		PACBIO_SMRT	97.51	1.29	100.0	2023-10-27
SRR12563834	GCF_014304635.1	Serratia ureilytica	300181	PRJNA487218	SAMN15735260	ASM1430463v1	CC119	CC119	PacBio	2	5213616	1198.0		PACBIO_SMRT	99.49	1.04	77.51479	2020-08-26
SRR12934924	GCF_016728045.1	Serratia ureilytica	300181	PRJNA231221	SAMN16357258	ASM1672804v1	FDAARGOS_1089	FDAARGOS_1089	Illumina;PacBio	1	5200450	701.0		PACBIO_SMRT	99.49	0.56	77.51479	2021-01-20
SRR14684532	GCF_019968845.1	Serratia ureilytica	300181	PRJNA725976	SAMN18917001	ASM1996884v1	JBIWA004	JBIWA004	ONT;Other	2	5191848	135.0		OXFORD_NANOPORE	99.49	0.13	77.51479	2021-09-14
SRR20414474	GCF_024638015.1	Serratia ureilytica	300181	PRJNA842874	SAMN28689428	ASM2463801v1	HNU47	HNU47	ONT	1	5228717	200.0		OXFORD_NANOPORE	99.83	0.26	100.0	2022-08-12
SRR25592464	GCF_028736255.1	Serratia ureilytica	300181	PRJNA933529	SAMN33238824	ASM2873625v1	KML.E1	KML.E1	Illumina;ONT	1	5094661	160.0		OXFORD_NANOPORE	99.74	0.56	82.84024	2023-02-19
SRR28580118	GCF_028736255.1	Serratia ureilytica	300181	PRJNA933529	SAMN33238824	ASM2873625v1	KML.E1	KML.E1	Illumina;ONT	1	5094661	160.0		OXFORD_NANOPORE	99.74	0.56	82.84024	2023-02-19
SRR8549885	GCF_003957745.1	Shewanella khirikhana	1965282	PRJNA378141	SAMN06480555	ASM395774v1	TH2012	TH2012	PacBio	2	4858998	258.2		PACBIO_SMRT	98.37	0.79	100.0	2018-12-21
SRR10613303	GCF_002215585.1	Shewanella marisflavi	260364	PRJNA392357	SAMN07296262	ASM221558v1	EP1	EP1	PacBio	1	4321452	12.0		PACBIO_SMRT	99.55	0.4	100.0	2017-07-06
SRR13855347	GCF_016859145.1	Shewanella sp. LZH-2	2806008	PRJNA694369	SAMN17521637	ASM1685914v1	LZH-2	LZH-2	Illumina;PacBio	1	4634534	302.0		PACBIO_SMRT	99.84	0.44	100.0	2021-02-10
SRR16109997	GCF_013394145.1	Shewanella sp. Scap07	2589987	PRJNA549111	SAMN12071508	ASM1339414v1	Scap07	Scap07	ONT	1	5129640	200.0		OXFORD_NANOPORE	99.84	0.59	100.0	2020-07-08
SRR10340803	GCF_009662135.1	Shigella dysenteriae	622	PRJNA541977	SAMN04323531	ASM966213v1	CFSAN029786	CFSAN029786	ONT	5	4949027		GenomeTrakr	OXFORD_NANOPORE	95.18	0.97	78.20513	2019-11-14
SRR8362616	GCF_009662135.1	Shigella dysenteriae	622	PRJNA541977	SAMN04323531	ASM966213v1	CFSAN029786	CFSAN029786	ONT	5	4949027		GenomeTrakr	PACBIO_SMRT	95.18	0.97	78.20513	2019-11-14
SRR10523785	GCF_009664535.1	Shigella flexneri 2a	42897	PRJNA556438	SAMN13191650	ASM966453v1	AUSMDU00010535	AUSMDU00010535	ONT	4	5045617	105.0		OXFORD_NANOPORE	98.8	0.57	96.22642	2019-11-17
SRR12825098	GCF_014725795.1	Shigella sonnei	624	PRJNA599490	SAMN16084720	ASM1472579v1	6207	6207	Illumina;ONT	5	5015190	50.0		OXFORD_NANOPORE	95.84	2.36	80.022385	2020-09-24
SRR22984656	GCF_022637395.1	Shinella sp. H4-D48	2925841	PRJNA631893	SAMN26520712	ASM2263739v1	H4-D48	H4-D48	PacBio	3	4766362	474.0		PACBIO_SMRT	99.39	0.52	100.0	2022-03-21
SRR19349820	GCF_039654165.1	Shouchella clausii	79880	PRJNA768416	SAMN26232418	PS01635	FSL M8-0189	FSL M8-0189	Illumina;ONT	1	4481708	421.2		OXFORD_NANOPORE	99.35	0.67	98.46154	2024-05-17
SRR19357548	GCF_039654165.1	Shouchella clausii	79880	PRJNA768416	SAMN26232418	PS01635	FSL M8-0189	FSL M8-0189	Illumina;ONT	1	4481708	421.2		OXFORD_NANOPORE	99.35	0.67	98.46154	2024-05-17
SRR19357553	GCF_039654175.1	Shouchella clausii	79880	PRJNA768416	SAMN26232414	PS01630	FSL M8-0080	FSL M8-0080	Illumina;ONT	1	4516153	869.3		OXFORD_NANOPORE	100.0	1.04	100.0	2024-05-17
SRR19349815	GCF_039654175.1	Shouchella clausii	79880	PRJNA768416	SAMN26232414	PS01630	FSL M8-0080	FSL M8-0080	Illumina;ONT	1	4516153	869.3		OXFORD_NANOPORE	100.0	1.04	100.0	2024-05-17
SRR21415964	GCF_037980985.1	Siminovitchia sp. FSL H7-0308	2921432	PRJNA768416	SAMN25893898	PS01407			Illumina;ONT	1	4560768	584.7		OXFORD_NANOPORE	97.74	0.81	100.0	2024-04-07
SRR19843374	GCF_037980985.1	Siminovitchia sp. FSL H7-0308	2921432	PRJNA768416	SAMN25893898	PS01407			Illumina;ONT	1	4560768	584.7		OXFORD_NANOPORE	97.74	0.81	100.0	2024-04-07
SRR21415666	GCF_037963795.1	Siminovitchia sp. FSL W7-1587	2954699	PRJNA768416	SAMN29228851	PS01988			Illumina;ONT	1	4533577	250.3		OXFORD_NANOPORE	97.74	0.81	100.0	2024-04-06
SRR19820596	GCF_037963795.1	Siminovitchia sp. FSL W7-1587	2954699	PRJNA768416	SAMN29228851	PS01988			Illumina;ONT	1	4533577	250.3		OXFORD_NANOPORE	97.74	0.81	100.0	2024-04-06
SRR13289773	GCF_020162275.1	Simonsiella muelleri	72	PRJNA687218	SAMN17137620	ASM2016227v1	DSM 2579	DSM 2579	Illumina;ONT	1	2482394	390.0		OXFORD_NANOPORE	96.19	0.22	83.333336	2021-09-28
SRR16893579	GCF_020162275.1	Simonsiella muelleri	72	PRJNA687218	SAMN17137620	ASM2016227v1	DSM 2579	DSM 2579	Illumina;ONT	1	2482394	390.0		OXFORD_NANOPORE	96.19	0.22	83.333336	2021-09-28
SRR28015934	GCF_036488675.1	Sinorhizobium chiapasense	501572	PRJNA1007734	SAMN37096027	ASM3648867v1	ITTG S70	ITTG S70	Illumina;ONT	5	6868315	395.0		OXFORD_NANOPORE	100.0	1.33	100.0	2024-02-09
SRR23576515	GCF_029892065.1	Sinorhizobium garamanticum	680247	PRJNA935862	SAMN33397752	ASM2989206v1	LMG 24692	LMG 24692	Illumina;ONT	3	6834248	592.0		OXFORD_NANOPORE	99.93	0.89	100.0	2023-03-30
SRR30255941	GCF_040114925.1	Sinorhizobium medicae	110321	PRJNA715171	SAMN18332696	ASM4011492v1	T10	T10	PacBio	5	7086255	10645.0		PACBIO_SMRT	97.79	2.23	84.43396	2024-04-01
SRR23576511	GCF_029892045.1	Sinorhizobium numidicum	680248	PRJNA935862	SAMN33397754	ASM2989204v1	CIP 109850	CIP 109850	Illumina;ONT	3	6722812	416.0		OXFORD_NANOPORE	99.56	0.44	100.0	2023-03-30
SRR23576513	GCF_029891955.1	Sinorhizobium numidicum	680248	PRJNA935862	SAMN33397753	ASM2989195v1	LMG 27395	LMG 27395	Illumina;ONT	3	6722813	346.0		OXFORD_NANOPORE	99.56	0.44	100.0	2023-03-30
SRR3880290	GCF_001713395.1	Sinorhizobium sp. RAC02	1842534	PRJNA319831	SAMN04909707	ASM171339v1	RAC02	RAC02	PacBio	3	6626583	157.0		PACBIO_SMRT	99.56	0.48	100.0	2016-08-25
SRR16591807	GCF_016765655.2	Skermanella mucosa	1789672	PRJNA693055	SAMN17313770	ASM1676565v2	KEMB 2255-438	KEMB 2255-438	Illumina;ONT	5	7840710	820.0		OXFORD_NANOPORE	99.42	2.61	100.0	2021-11-09
SRR16591572	GCF_016806835.2	Skermanella rosea	1817965	PRJNA693058	SAMN17313771	ASM1680683v2	KEMB 2255-458	KEMB 2255-458	Illumina;ONT	7	7759404	917.0		OXFORD_NANOPORE	98.99	2.85	100.0	2021-11-09
SRR29632262	GCF_040536895.2	Snodgrassella alvi	1196083	PRJNA1128850	SAMN42108175	SalviAcer03V2	Acer03	Acer03	PacBio	1	2251573	500.0		PACBIO_SMRT	95.52	0.64	92.92929	2024-08-14
SRR29553744	GCF_040543075.2	Snodgrassella alvi	1196083	PRJNA1128258	SAMN42043564	SalviAcer05V2	Acer05	Acer05	PacBio	1	2216970	500.0		PACBIO_SMRT	95.52	0.56	92.92929	2024-08-14
SRR29635771	GCF_040543085.2	Snodgrassella alvi	1196083	PRJNA1128858	SAMN42108962	SalviAcer02V2	Acer02	Acer02	PacBio	1	2297675	500.0		PACBIO_SMRT	95.52	0.64	92.92929	2024-08-10
SRR29553879	GCF_040580815.1	Snodgrassella alvi	1196083	PRJNA1128553	SAMN42051598	SalviAcer04V2	Acer04	Acer04	PacBio	1	2295778	500.0		PACBIO_SMRT	95.52	0.64	92.92929	2024-08-10
SRR29650136	GCF_040616295.2	Snodgrassella alvi	1196083	PRJNA1129802	SAMN42166816	SalviAmel02V2	Amel02	Amel02	PacBio	1	2425487	500.0		PACBIO_SMRT	95.52	1.01	92.92929	2024-08-14
SRR29676179	GCF_040711955.2	Snodgrassella alvi	1196083	PRJNA1130834	SAMN42226756	SalviAme03V2	Amel03	Amel03	PacBio	1	2434017	500.0		PACBIO_SMRT	95.52	1.01	92.92929	2024-09-14
SRR29686943	GCF_040711975.2	Snodgrassella alvi	1196083	PRJNA1131111	SAMN42264018	SalviAmel04V2	Amel04	Amel04	PacBio	1	2482095	500.0		PACBIO_SMRT	95.52	1.01	92.92929	2024-08-24
SRR29687153	GCF_040711985.2	Snodgrassella alvi	1196083	PRJNA1131120	SAMN42265780	SalviAmel06V2	Amel06	Amel06	PacBio	1	2430581	500.0		PACBIO_SMRT	95.52	1.01	92.92929	2024-08-17
SRR29688496	GCF_040712005.2	Snodgrassella alvi	1196083	PRJNA1131144	SAMN42269075	SalviAmel07V2	Amel07	Amel07	PacBio	1	2486799	500.0		PACBIO_SMRT	95.52	1.01	92.92929	2024-08-17
SRR29688624	GCF_040712015.2	Snodgrassella alvi	1196083	PRJNA1131163	SAMN42272335	SalviAmel01V2	Amel01	Amel01	PacBio	1	2473468	500.0		PACBIO_SMRT	95.52	1.01	92.92929	2024-08-17
SRR29688497	GCF_040712025.2	Snodgrassella alvi	1196083	PRJNA1131157	SAMN42272327	SalviAmel08V2	Amel08	Amel08	PacBio	1	2427823	500.0		PACBIO_SMRT	95.52	1.01	92.92929	2024-08-17
SRR29688562	GCF_040712035.2	Snodgrassella alvi	1196083	PRJNA1131160	SAMN42272330	SalviAmel10V2	Amel10	Amel10	PacBio	1	2495200	500.0		PACBIO_SMRT	95.52	1.61	92.92929	2024-08-24
SRR29504274	GCF_040733925.2	Snodgrassella alvi	1196083	PRJNA1127256	SAMN41998119	SalviAcer09V2	Acer09	Acer09	PacBio	1	2265305	500.0		PACBIO_SMRT	95.74	0.78	100.0	2024-08-15
SRR29500127	GCF_040741445.2	Snodgrassella alvi	1196083	PRJNA1127178	SAMN41992810	SalviAcer10V2	Acer10	Acer10	PacBio	1	2265305	500.0		PACBIO_SMRT	95.74	1.01	100.0	2024-08-17
SRR29506353	GCF_040741455.2	Snodgrassella alvi	1196083	PRJNA1127296	SAMN41999257	SalviAcer08	Acer08	Acer08	PacBio	1	2291622	500.0		PACBIO_SMRT	95.74	0.52	100.0	2024-08-14
SRR29525484	GCF_040790845.2	Snodgrassella alvi	1196083	PRJNA1127754	SAMN42018079	SalviAcer07V2	Acer07	Acer07	PacBio	1	2282939	500.0		PACBIO_SMRT	95.74	0.56	100.0	2024-08-14
SRR29533363	GCF_040796685.2	Snodgrassella alvi	1196083	PRJNA1127801	SAMN42020446	SalviAcer06V2	Acer06	Acer06	PacBio	1	2289796	500.0		PACBIO_SMRT	95.52	0.64	92.92929	2024-08-24
SRR29688498	GCF_041080845.2	Snodgrassella alvi	1196083	PRJNA1131158	SAMN42272329	SalviAmel09V2	Amel09	Amel09	PacBio	1	2458744	500.0		PACBIO_SMRT	95.52	1.23	92.92929	2024-08-24
SRR12938614	GCF_016724845.1	Sphingobacterium spiritivorum	258	PRJNA231221	SAMN16357315	ASM1672484v1	FDAARGOS_1146	FDAARGOS_1146	Illumina;PacBio	1	5275260	773.9		PACBIO_SMRT	98.55	2.41	100.0	2021-01-20
SRR23952291	GCF_028607085.1	Sphingomonas naphthae	1813468	PRJNA930972	SAMN33038042	ASM2860708v1	KACC 18716	KACC 18716	Illumina;PacBio	5	4310851	542.0		PACBIO_SMRT	98.57	1.71	100.0	2023-02-13
SRR8560598	GCF_003314795.2	Sphingomonas paucimobilis	13689	PRJNA478628	SAMN09521592	ASM331479v2	AIMST S2	AIMST S2	Illumina;ONT	1	4005505	100.0		OXFORD_NANOPORE	99.8	1.86	100.0	2019-02-19
SRR22805145	GCF_027359115.1	Sphingomonas sp. NIBR02145	3014784	PRJNA912865	SAMN32260392	ASM2735911v1	NIBR02145	NIBR02145	PacBio	1	5010245	2755.0		PACBIO_SMRT	99.36	2.02	100.0	2022-12-27
SRR22028405	GCF_025960285.1	Sphingomonas sp. R1	399176	PRJNA891912	SAMN31360130	ASM2596028v1	R1	R1	Illumina;ONT	3	4277880	454.7		OXFORD_NANOPORE	99.5	2.0	100.0	2022-11-02
SRR10507067	GCF_010587055.1	Spiroplasma citri	2133	PRJNA591027	SAMN13349064	ASM1058705v1	BR12	BR12	PacBio	3	1832173	34.5		PACBIO_SMRT	98.0	1.32	92.85714	2020-02-14
SRR8258035	GCF_003339775.1	Spiroplasma phoeniceum P40	1276259	PRJNA435429	SAMN08579949	ASM333977v1	P40	P40	PacBio	4	1908276	110.5		PACBIO_SMRT	95.66	1.32	100.0	2018-07-25
SRR9822007	GCF_007641255.1	Sporomusa termitida	2377	PRJNA523110	SAMN10963686	ASM764125v1	DSM 4440	DSM 4440	Illumina;ONT	2	5316008	155.0		OXFORD_NANOPORE	100.0	2.49	100.0	2019-07-30
SRR21415807	GCF_038615825.1	Sporosarcina sp. FSL K6-3508	2921557	PRJNA768416	SAMN26232360	PS01551	FSL K6-3508	FSL K6-3508	Illumina;ONT	1	3627654	641.1		OXFORD_NANOPORE	99.2	2.86	100.0	2024-04-30
SRR21362382	GCF_038615825.1	Sporosarcina sp. FSL K6-3508	2921557	PRJNA768416	SAMN26232360	PS01551	FSL K6-3508	FSL K6-3508	Illumina;ONT	1	3627654	641.1		OXFORD_NANOPORE	99.2	2.86	100.0	2024-04-30
SRR19519935	GCF_025560885.1	Staphylococcus agnetis	985762	PRJNA819273	SAMN26923314	ASM2556088v1	IVB6212	IVB6212	PacBio	1	2432232	395.0		PACBIO_SMRT	98.71	1.57	77.41936	2022-10-04
SRR19519936	GCF_025560905.1	Staphylococcus agnetis	985762	PRJNA819273	SAMN26923313	ASM2556090v1	IVB6197	IVB6197	PacBio	2	2481135	328.0		PACBIO_SMRT	98.84	1.29	91.935486	2022-10-04
SRR19519939	GCF_025560965.1	Staphylococcus agnetis	985762	PRJNA819273	SAMN26923310	ASM2556096v1	IVB6177	IVB6177	PacBio	1	2462679	567.0		PACBIO_SMRT	98.84	1.44	91.935486	2022-10-04
SRR19519940	GCF_025561005.1	Staphylococcus agnetis	985762	PRJNA819273	SAMN26923309	ASM2556100v1	IVB6175	IVB6175	PacBio	1	2488720	686.0		PACBIO_SMRT	98.84	1.41	91.935486	2022-10-04
DRR257742	GCF_016756355.1	Staphylococcus argenteus	985002	PRJDB5453	SAMD00071154	ASM1675635v1	Tokyo13064	Tokyo13064	Illumina;ONT	1	2750811	1007.6	not applicable	OXFORD_NANOPORE	99.78	0.08	100.0	2020-12-28
DRR257743	GCF_016756375.1	Staphylococcus argenteus	985002	PRJDB5453	SAMD00071155	ASM1675637v1	Tokyo13069	Tokyo13069	Illumina;ONT	1	2751556	1099.6	not applicable	OXFORD_NANOPORE	99.78	0.08	100.0	2020-12-28
DRR177331	GCF_006741705.1	Staphylococcus arlettae	29378	PRJDB8152	SAMD00166936	ASM674170v1	P2	P2	Illumina;ONT	2	2652264	118.2	Staphylococcus arlettae P2 Genome sequencing and assembly	OXFORD_NANOPORE	99.25	0.21	100.0	2019-06-03
SRR15860841	GCF_019891015.1	Staphylococcus arlettae	29378	PRJNA758761	SAMN21034498	ASM1989101v1	AHKW2e	AHKW2e	Illumina;ONT	2	2649260	189.0		OXFORD_NANOPORE	99.25	0.94	100.0	2021-09-07
SRR19519933	GCF_025560845.1	Staphylococcus arlettae	29378	PRJNA819273	SAMN26923316	ASM2556084v1	IVB6235	IVB6235	PacBio	3	2706864	604.0		PACBIO_SMRT	99.25	0.27	100.0	2022-10-04
SRR5320247	GCF_002025125.1	Staphylococcus aureus	1280	PRJNA378150	SAMN06480668	ASM202512v1	08S00974	08S00974	Illumina;PacBio	1	2802697	100.0		PACBIO_SMRT	98.69	0.39	76.55344	2017-03-13
SRR13238532	GCF_002097595.2	Staphylococcus aureus	1280	PRJNA319679	SAMN04903357	ASM209759v2	M92	M92	PacBio	1	3038845	77.0		PACBIO_SMRT	98.71	0.39	78.522194	2018-06-04
SRR6985643	GCF_003203675.1	Staphylococcus aureus	1280	PRJNA316321	SAMN04901610	ASM320367v1	AR_0220	AR_0220	Illumina;PacBio	2	2855408	26.2		PACBIO_SMRT	98.69	0.39	76.55344	2018-06-08
SRR9150091	GCF_005931055.2	Staphylococcus aureus	1280	PRJNA542129	SAMN11611368	ASM593105v2	GD1696	GD1696	Illumina;PacBio	1	2801264			PACBIO_SMRT	98.78	0.39	84.81032	2019-06-05
DRR180575	GCF_007185035.1	Staphylococcus aureus	1280	PRJDB8385	SAMD00172962	ASM718503v1	JRA307	JRA307	Illumina;PacBio	2	2957206	227.0	whole genome sequencing of Staphylococcus aureus str. JRA307	PACBIO_SMRT	98.83	0.52	91.83238	2019-07-16
DRR187571	GCF_008619795.1	Staphylococcus aureus	1280	PRJDB8599	SAMD00180474	ASM861979v1	KUH140331	KUH140331	ONT	2	2754388	283.0	The Complete Genome Sequence of 8 methicillin-resistant Staphylococcus aureus Strains	OXFORD_NANOPORE	98.87	0.39	98.566826	2019-09-03
SRR10882871	GCF_009911855.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175634	ASM991185v1	UP_1433	UP_1433	ONT	3	2771208			OXFORD_NANOPORE	98.68	0.39	75.4178	2020-01-22
SRR8776890	GCF_009911855.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175634	ASM991185v1	UP_1433	UP_1433	ONT	3	2771208			OXFORD_NANOPORE	98.68	0.39	75.4178	2020-01-22
SRR10882880	GCF_009912535.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175626	ASM991253v1	UP_1150	UP_1150	ONT	1	2790390			OXFORD_NANOPORE	98.84	0.39	92.591125	2020-01-22
SRR8776821	GCF_009912535.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175626	ASM991253v1	UP_1150	UP_1150	ONT	1	2790390			OXFORD_NANOPORE	98.84	0.39	92.591125	2020-01-22
SRR8776794	GCF_009912615.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175618	ASM991261v1	UP_830	UP_830	ONT	1	2747791			OXFORD_NANOPORE	98.87	0.39	98.566826	2020-01-22
SRR10882888	GCF_009912615.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175618	ASM991261v1	UP_830	UP_830	ONT	1	2747791			OXFORD_NANOPORE	98.87	0.39	98.566826	2020-01-22
SRR10882894	GCF_009912735.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175613	ASM991273v1	UP_678	UP_678	ONT	2	2823974			OXFORD_NANOPORE	98.77	0.54	83.74411	2020-01-22
SRR8776793	GCF_009912735.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175613	ASM991273v1	UP_678	UP_678	ONT	2	2823974			OXFORD_NANOPORE	98.77	0.54	83.74411	2020-01-22
SRR10882896	GCF_009912855.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175611	ASM991285v1	UP_620	UP_620	ONT	2	2800216			OXFORD_NANOPORE	98.85	0.39	93.59286	2020-01-22
SRR8776787	GCF_009912855.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175611	ASM991285v1	UP_620	UP_620	ONT	2	2800216			OXFORD_NANOPORE	98.85	0.39	93.59286	2020-01-22
SRR8776876	GCF_009912895.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175594	ASM991289v1	UP_1435	UP_1435	ONT	3	2932277			OXFORD_NANOPORE	98.84	0.41	92.591125	2020-01-22
SRR8776864	GCF_009912975.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175587	ASM991297v1	UP_419	UP_419	ONT	2	2825436			OXFORD_NANOPORE	98.82	0.39	91.148026	2020-01-22
SRR8776865	GCF_009912995.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175588	ASM991299v1	UP_774	UP_774	ONT	1	2824060			OXFORD_NANOPORE	98.71	0.39	78.522194	2020-01-22
SRR8776877	GCF_009913095.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175593	ASM991309v1	UP_1405	UP_1405	ONT	2	2887396			OXFORD_NANOPORE	98.76	0.42	82.93578	2020-01-22
SRR8776882	GCF_009913155.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175592	ASM991315v1	UP_1322	UP_1322	ONT	2	2881240			OXFORD_NANOPORE	98.87	0.39	98.566826	2020-01-22
SRR8776883	GCF_009913175.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175591	ASM991317v1	UP_1106	UP_1106	ONT	2	2846956			OXFORD_NANOPORE	98.87	0.39	98.566826	2020-01-22
SRR8776879	GCF_009913195.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175595	ASM991319v1	UP_1442	UP_1442	ONT	1	2871741			OXFORD_NANOPORE	98.84	0.36	92.591125	2020-01-22
SRR8776873	GCF_009937785.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175642	ASM993778v1	UP_1591	UP_1591	ONT	2	2904316			OXFORD_NANOPORE	98.76	0.42	82.93578	2020-01-22
SRR10882862	GCF_009937785.1	Staphylococcus aureus	1280	PRJNA528186	SAMN11175642	ASM993778v1	UP_1591	UP_1591	ONT	2	2904316			OXFORD_NANOPORE	98.76	0.42	82.93578	2020-01-22
DRR258632	GCF_016591995.1	Staphylococcus aureus	1280	PRJDB10786	SAMD00258402	ASM1659199v1	834	834	Illumina;ONT	2	2863321	217.0	whole genome sequence, Staphylococcus aureus strains 834	OXFORD_NANOPORE	98.72	0.39	79.87602	2020-12-09
SRR14933397	GCF_017088305.1	Staphylococcus aureus	1280	PRJNA703736	SAMN14225426	ASM1708830v1	WBG8287	WBG8287	Illumina;ONT	3	2801457	306.0		OXFORD_NANOPORE	98.87	0.39	98.566826	2021-03-01
SRR10539275	GCF_017161095.1	Staphylococcus aureus	1280	PRJNA591785	SAMN13388595	ASM1716109v1	MEI001	MEI001	ONT	2	2746973	100.0		OXFORD_NANOPORE	98.87	0.39	98.566826	2021-03-03
SRR10725519	GCF_018141385.1	Staphylococcus aureus	1280	PRJNA596118	SAMN13613317	ASM1814138v1	19/Msa0875	19/Msa0875	ONT	1	2744548	100.0		OXFORD_NANOPORE	98.78	0.39	84.81032	2021-04-27
DRR276529	GCF_018409145.1	Staphylococcus aureus	1280	PRJDB11064	SAMD00276649	ASM1840914v1		missing	Illumina;ONT	2	2927356	1051.0	Analysis of MRSA2007-13 sequence	OXFORD_NANOPORE	98.85	0.39	93.59286	2021-03-16
SRR14757215	GCF_020386595.1	Staphylococcus aureus	1280	PRJNA732579	SAMN19550066	ASM2038659v1	N6	N6	PacBio	1	2766978	200.0		PACBIO_SMRT	98.82	0.39	91.148026	2021-10-08
SRR14757216	GCF_020388075.1	Staphylococcus aureus	1280	PRJNA732579	SAMN19550065	ASM2038807v1	N5	N5	PacBio	1	2766976	200.0		PACBIO_SMRT	98.82	0.39	91.148026	2021-10-08
SRR14757217	GCF_020388095.1	Staphylococcus aureus	1280	PRJNA732579	SAMN19550064	ASM2038809v1	N4	N4	PacBio	1	2766976	200.0		PACBIO_SMRT	98.82	0.39	91.148026	2021-10-08
SRR14757218	GCF_020388115.1	Staphylococcus aureus	1280	PRJNA732579	SAMN19550063	ASM2038811v1	L6	L6	PacBio	1	2766978	200.0		PACBIO_SMRT	98.76	0.39	82.93578	2021-10-08
SRR14757219	GCF_020388135.1	Staphylococcus aureus	1280	PRJNA732579	SAMN19550062	ASM2038813v1	L5	L5	PacBio	1	2766975	200.0		PACBIO_SMRT	98.78	0.39	84.81032	2021-10-08
SRR14757220	GCF_020388155.1	Staphylococcus aureus	1280	PRJNA732579	SAMN19550061	ASM2038815v1	L4	L4	PacBio	1	2766975	200.0		PACBIO_SMRT	98.82	0.39	91.148026	2021-10-08
SRR14757221	GCF_020388175.1	Staphylococcus aureus	1280	PRJNA732579	SAMN19550060	ASM2038817v1	AC6	AC6	PacBio	1	2766990	200.0		PACBIO_SMRT	98.77	0.39	83.74411	2021-10-08
SRR14757222	GCF_020388195.1	Staphylococcus aureus	1280	PRJNA732579	SAMN19550059	ASM2038819v1	AC5	AC5	PacBio	1	2766976	200.0		PACBIO_SMRT	98.82	0.39	91.148026	2021-10-08
SRR14757224	GCF_020388215.1	Staphylococcus aureus	1280	PRJNA732579	SAMN19550058	ASM2038821v1	AC4	AC4	PacBio	1	2766976	200.0		PACBIO_SMRT	98.82	0.39	91.148026	2021-10-08
SRR14757211	GCF_020389325.1	Staphylococcus aureus	1280	PRJNA732579	SAMN19550027	ASM2038932v1	202	202	PacBio	1	2719233	200.0		PACBIO_SMRT	98.9	0.39	99.76692	2021-10-08
